Deep Learning with 4 features
#,Data Point,,MI_dir_L1_weight,H_L1_weight,MI_dir_L3_weight,H_L3_weight,,Predicted,,True
34,[7.542804137 7.542804137 5.217389968 5.217389968],,2.95 < MI_dir_L3_weight <= 140.94,3.06 < H_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,,0,,0
35,[1.826802837 1.826802837 1.142028238 1.142028238],,MI_dir_L3_weight <= 2.95,H_L3_weight <= 2.95,H_L1_weight <= 3.06,MI_dir_L1_weight <= 3.06,,0,,0
36,[2.276015708 2.276015708 1.872433517 1.872433517],,MI_dir_L3_weight <= 2.95,H_L3_weight <= 2.95,MI_dir_L1_weight <= 3.06,H_L1_weight <= 3.06,,0,,0
37,[1.999978694 1.999978694 1.999933072 1.999933072],,H_L3_weight <= 2.95,MI_dir_L3_weight <= 2.95,MI_dir_L1_weight <= 3.06,H_L1_weight <= 3.06,,0,,0
38,[1.000000007 1.000000007 1.0 1.0],,H_L3_weight <= 2.95,MI_dir_L3_weight <= 2.95,MI_dir_L1_weight <= 3.06,H_L1_weight <= 3.06,,0,,0
39,[2.084496774 2.084496774 1.903700651 1.903700651],,MI_dir_L3_weight <= 2.95,H_L3_weight <= 2.95,MI_dir_L1_weight <= 3.06,H_L1_weight <= 3.06,,0,,0
40,[9.122769557 9.122769557 7.290860638 7.290860638],,2.95 < MI_dir_L3_weight <= 140.94,3.06 < H_L1_weight <= 372.30,3.06 < MI_dir_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,,0,,0
41,[1.850758847 1.850758847 1.157782021 1.157782021],,MI_dir_L3_weight <= 2.95,H_L3_weight <= 2.95,MI_dir_L1_weight <= 3.06,H_L1_weight <= 3.06,,0,,0
42,[1.000000008 1.000000008 1.0 1.0],,MI_dir_L3_weight <= 2.95,H_L3_weight <= 2.95,MI_dir_L1_weight <= 3.06,H_L1_weight <= 3.06,,0,,0
43,[2.086379675 2.086379675 1.844479056 1.844479056],,MI_dir_L3_weight <= 2.95,H_L3_weight <= 2.95,MI_dir_L1_weight <= 3.06,H_L1_weight <= 3.06,,0,,0
44,[2.096438661 2.096438661 1.985692363 1.985692363],,MI_dir_L3_weight <= 2.95,H_L3_weight <= 2.95,MI_dir_L1_weight <= 3.06,H_L1_weight <= 3.06,,0,,0
45,[1.031163454 1.031163454 1.000030259 1.000030259],,MI_dir_L3_weight <= 2.95,H_L3_weight <= 2.95,MI_dir_L1_weight <= 3.06,H_L1_weight <= 3.06,,0,,0
46,[1.496813416 1.496813416 1.044262894 1.044262894],,MI_dir_L3_weight <= 2.95,H_L3_weight <= 2.95,MI_dir_L1_weight <= 3.06,H_L1_weight <= 3.06,,0,,0
47,[2.326770719 2.326770719 1.097058784 1.097058784],,MI_dir_L3_weight <= 2.95,H_L3_weight <= 2.95,MI_dir_L1_weight <= 3.06,H_L1_weight <= 3.06,,0,,0
48,[3.10926944 3.10926944 2.9924714760000004 2.9924714760000004],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,,0,,0
49,[1.7853454359999998 1.7853454359999998 1.0538194909999998 1.0538194909999998],,MI_dir_L3_weight <= 2.95,H_L3_weight <= 2.95,MI_dir_L1_weight <= 3.06,H_L1_weight <= 3.06,,0,,0
50,[3.788280039 3.788280039 2.7100683830000003 2.7100683830000003],,MI_dir_L3_weight <= 2.95,H_L3_weight <= 2.95,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,,0,,0
51,[778.9940698 778.9940698 237.4555558 237.4555558],,140.94 < MI_dir_L3_weight <= 252.04,MI_dir_L1_weight > 710.26,140.94 < H_L3_weight <= 252.04,H_L1_weight > 710.26,,1,,1
52,[511.0606209 511.0606209 212.8850494 212.8850494],,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,,1,,1
53,[768.3290450000002 768.3290450000002 243.8726026 243.8726026],,H_L1_weight > 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,MI_dir_L1_weight > 710.26,,1,,1
54,[194.833843 194.833843 59.17464401 59.17464401],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,,2,,1
55,[331.7831817 331.7831817 206.2209836 206.2209836],,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,3.06 < H_L1_weight <= 372.30,3.06 < MI_dir_L1_weight <= 372.30,,1,,1
56,[665.6799578 665.6799578 264.9827609 264.9827609],,MI_dir_L3_weight > 252.04,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,H_L3_weight > 252.04,,2,,1
57,[798.8673751 798.8673751 267.7798099 267.7798099],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
58,[802.2524495 802.2524495 268.9335672 268.9335672],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
59,[43.42958568 43.42958568 11.1433644 11.1433644],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,,1,,1
60,[783.2280215 783.2280215 254.9844362 254.9844362],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
61,[748.8052339 748.8052339 223.558145 223.558145],,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
62,[172.0286291 172.0286291 89.74450248 89.74450248],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,,1,,1
63,[20.50805818 20.50805818 5.701753956 5.701753956],,3.06 < H_L1_weight <= 372.30,3.06 < MI_dir_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,2.95 < MI_dir_L3_weight <= 140.94,,1,,1
64,[808.4520618 808.4520618 274.19537189999994 274.19537189999994],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
65,[829.8794144999998 829.8794144999998 275.0911391 275.0911391],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
66,[798.7744230000002 798.7744230000002 257.8185289 257.8185289],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
67,[841.0555343000002 841.0555343000002 289.8303883 289.8303883],,H_L3_weight > 252.04,MI_dir_L3_weight > 252.04,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,,1,,1
68,[808.3227860000002 808.3227860000002 259.81472790000004 259.81472790000004],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
69,[854.3257581 854.3257581 270.7947564 270.7947564],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
70,[866.2243034 866.2243034 305.0737066000001 305.0737066000001],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
71,[845.3877991 845.3877991 269.245831 269.245831],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
72,[787.5749394999998 787.5749394999998 258.2386639 258.2386639],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
73,[836.8646872 836.8646872 286.1368139 286.1368139],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
74,[600.0398018999998 600.0398018999998 259.67510930000003 259.67510930000003],,MI_dir_L3_weight > 252.04,372.30 < H_L1_weight <= 710.26,H_L3_weight > 252.04,372.30 < MI_dir_L1_weight <= 710.26,,1,,1
75,[846.3783020999998 846.3783020999998 285.7315822 285.7315822],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
76,[234.5741894 234.5741894 114.7601276 114.7601276],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,,2,,1
77,[835.7711811 835.7711811 295.5912307 295.5912307],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
78,[852.3148133999998 852.3148133999998 307.5447917 307.5447917],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
79,[809.1870650000002 809.1870650000002 257.4965914 257.4965914],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
80,[823.3854932 823.3854932 275.77627110000003 275.77627110000003],,H_L3_weight > 252.04,MI_dir_L3_weight > 252.04,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,,1,,1
81,[825.5948992000001 825.5948992000001 282.6508273 282.6508273],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
82,[817.0379278 817.0379278 287.1677342 287.1677342],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
83,[858.6346742000002 858.6346742000002 275.7306784 275.7306784],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
84,[222.2134993 222.2134993 99.87795653 99.87795653],,2.95 < MI_dir_L3_weight <= 140.94,3.06 < H_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,,2,,1
85,[122.9477353 122.9477353 45.51149829 45.51149829],,2.95 < MI_dir_L3_weight <= 140.94,3.06 < H_L1_weight <= 372.30,3.06 < MI_dir_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,,1,,1
86,[812.8337845 812.8337845 264.1621486 264.1621486],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
87,[149.996034 149.996034 56.73632168 56.73632168],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,,1,,1
88,[828.0875423 828.0875423 285.1379545 285.1379545],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
89,[796.4382618 796.4382618 262.4196848 262.4196848],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
90,[768.3750189 768.3750189 262.4112921 262.4112921],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,MI_dir_L1_weight > 710.26,H_L1_weight > 710.26,,1,,1
91,[779.9661972 779.9661972 233.6279466 233.6279466],,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
92,[713.368297 713.368297 274.8478706 274.8478706],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,2,,1
93,[693.5751706 693.5751706 230.9898588 230.9898588],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,1
94,[278.92641769999994 278.92641769999994 130.8332507 130.8332507],,3.06 < H_L1_weight <= 372.30,3.06 < MI_dir_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,,1,,1
95,[154.4550395 154.4550395 90.79921223 90.79921223],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,,1,,1
96,[106.0015402 106.0015402 47.78188649 47.78188649],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,,1,,1
97,[824.2378348 824.2378348 280.381262 280.381262],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
98,[721.7554367 721.7554367 225.189908 225.189908],,140.94 < MI_dir_L3_weight <= 252.04,H_L1_weight > 710.26,140.94 < H_L3_weight <= 252.04,MI_dir_L1_weight > 710.26,,1,,1
99,[731.6669825 731.6669825 229.9122528 229.9122528],,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,1
100,[163.9137313 163.9137313 115.7751501 115.7751501],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,,1,,1
101,[479.9989556 479.9989556 219.6893952 219.6893952],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
102,[507.3961762 507.3961762 169.1059273 169.1059273],,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
103,[467.2365292 467.2365292 167.3703385 167.3703385],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
104,[697.8747479 697.8747479 253.1590818 253.1590818],,372.30 < MI_dir_L1_weight <= 710.26,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,372.30 < H_L1_weight <= 710.26,,2,,2
105,[713.8320572 713.8320572 249.4936321 249.4936321],,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,2,,2
106,[664.7987132000002 664.7987132000002 222.696228 222.696228],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
107,[277.0468234 277.0468234 67.71329248 67.71329248],,2.95 < MI_dir_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,3.06 < H_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,,2,,2
108,[756.2215297 756.2215297 260.5417733 260.5417733],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,2
109,[499.1784574 499.1784574 159.3677376 159.3677376],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
110,[255.7668737 255.7668737 118.7204034 118.7204034],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,,2,,2
111,[466.85722310000006 466.85722310000006 154.0824175 154.0824175],,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
112,[645.4843997 645.4843997 215.6107221 215.6107221],,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
113,[649.160846 649.160846 216.2426088 216.2426088],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
114,[715.3869698 715.3869698 254.2171281 254.2171281],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,2,,2
115,[609.2029741 609.2029741 195.5074441 195.5074441],,372.30 < H_L1_weight <= 710.26,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
116,[689.1479322 689.1479322 256.0563791 256.0563791],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,,2,,2
117,[536.0907553000002 536.0907553000002 161.37886650000004 161.37886650000004],,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,372.30 < H_L1_weight <= 710.26,,2,,2
118,[589.6405268 589.6405268 186.9947936 186.9947936],,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
119,[468.4231118 468.4231118 221.8399485 221.8399485],,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
120,[790.4603122999998 790.4603122999998 286.2070699 286.2070699],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,2
121,[592.2433629 592.2433629 173.07222140000005 173.07222140000005],,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,372.30 < MI_dir_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,,2,,2
122,[153.3521074 153.3521074 28.65191775 28.65191775],,2.95 < H_L3_weight <= 140.94,2.95 < MI_dir_L3_weight <= 140.94,3.06 < H_L1_weight <= 372.30,3.06 < MI_dir_L1_weight <= 372.30,,2,,2
123,[656.4365004 656.4365004 219.77013880000004 219.77013880000004],,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
124,[321.82466789999995 321.82466789999995 86.43786208 86.43786208],,2.95 < H_L3_weight <= 140.94,2.95 < MI_dir_L3_weight <= 140.94,3.06 < H_L1_weight <= 372.30,3.06 < MI_dir_L1_weight <= 372.30,,2,,2
125,[168.45513200000005 168.45513200000005 49.93530811 49.93530811],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,2.95 < H_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,,2,,2
126,[725.1219388 725.1219388 286.5888412 286.5888412],,MI_dir_L3_weight > 252.04,H_L3_weight > 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,2
127,[232.6369387 232.6369387 96.69427725 96.69427725],,3.06 < H_L1_weight <= 372.30,2.95 < MI_dir_L3_weight <= 140.94,3.06 < MI_dir_L1_weight <= 372.30,2.95 < H_L3_weight <= 140.94,,2,,2
128,[587.4344147 587.4344147 163.6406928 163.6406928],,372.30 < MI_dir_L1_weight <= 710.26,372.30 < H_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,140.94 < H_L3_weight <= 252.04,,2,,2
129,[636.2773679 636.2773679 224.8984491 224.8984491],,372.30 < H_L1_weight <= 710.26,140.94 < H_L3_weight <= 252.04,372.30 < MI_dir_L1_weight <= 710.26,140.94 < MI_dir_L3_weight <= 252.04,,2,,2
130,[736.0867624 736.0867624 227.3553278 227.3553278],,140.94 < H_L3_weight <= 252.04,140.94 < MI_dir_L3_weight <= 252.04,H_L1_weight > 710.26,MI_dir_L1_weight > 710.26,,1,,2
